p_name,t_fips,t_cap,ylat,xlong,geometry
Charles City,19067.0,75000.0,43.03166024,-92.72640729999999,POINT (-92.7264073 43.03166024000002)
Charlestown Wind Turbine,25025.0,1500.0,42.391491,-71.070999,POINT (-71.070999 42.391491)
Chestnut Flats,42013.0,38000.0,40.520603421052634,-78.47985231578947,POINT (-78.47985231578949 40.52060342105264)
Chevelon Butte Wind Phase I,4005.0,239000.0,34.696496403508775,-110.85073357894737,POINT (-110.85073357894734 34.69649640350877)
Cheyenne Ridge,8017.0,496400.0,39.01470687719298,-102.2621233377193,POINT (-102.26212333771922 39.01470687719299)
Chickasaw County Wind Energy Center,19037.0,202360.0,43.15630115151515,-92.31723306060606,POINT (-92.31723306060604 43.15630115151516)
Chisholm View,40047.0,235200.0,36.57560830714286,-97.69635805714286,POINT (-97.69635805714282 36.57560830714284)
Chisholm View II,40047.0,64800.0,36.558401296296296,-97.69082414814814,POINT (-97.69082414814817 36.558401296296296)
Chopin,41059.0,9900.0,45.89155983333333,-118.47112916666667,POINT (-118.47112916666667 45.89155983333333)
Chopin (Phase II),41059.0,8650.0,45.906016,-118.4964052,POINT (-118.4964052 45.906015999999994)
Cimarron Bend I,20025.0,198000.0,37.37058453535354,-99.88585393939394,POINT (-99.88585393939395 37.37058453535354)
Cimarron Bend II,20025.0,202000.0,37.365469742574255,-100.00812971287128,POINT (-100.0081297128713 37.36546974257424)
Cimarron Bend III,20025.0,198840.0,37.41728544594595,-99.99978397297296,POINT (-99.99978397297299 37.41728544594595)
Cimarron I,20069.0,165600.0,37.87256990277778,-100.27394227777778,POINT (-100.27394227777778 37.87256990277778)
Cimarron II,20069.0,131100.0,37.89854822807018,-100.38250959649123,POINT (-100.38250959649123 37.89854822807018)
Cirrus 1,48305.0,61200.0,33.027281529411766,-101.69679129411765,POINT (-101.69679129411762 33.02728152941177)
Cisco,27063.0,8400.0,43.6258125,-95.364763,POINT (-95.36476300000001 43.6258125)
City of Seward,31159.0,1700.0,40.895283,-97.187675,POINT (-97.187675 40.895283)
City of Soledad Water Reclamation Facility,6053.0,1850.0,36.42094,-121.340164,POINT (-121.340164 36.42094)
Clearwater Energy Project 1A,30033.0,365520.0,46.83075813740458,-106.40616389312977,POINT (-106.40616389312977 46.830758137404565)
Clearwater Wind East,30017.0,208200.0,46.81347113333333,-106.00656361333334,POINT (-106.00656361333337 46.813471133333344)
Clearwater Wind II,30087.0,102840.0,46.80278437837838,-106.19671181081081,POINT (-106.19671181081084 46.80278437837837)
Coachella Hills,6065.0,57150.0,33.894785625,-116.56881525,POINT (-116.56881525 33.894785625000004)
Coastal Energy,53027.0,6000.0,46.792945,-124.06550975,POINT (-124.06550975 46.792944999999996)
Cold Springs,16039.0,138000.0,43.0334971,-115.44154714999999,POINT (-115.44154715 43.03349710000001)
Colorado Green Wind Project (Lamar),8099.0,160800.0,37.700561415841584,-102.63540331683168,POINT (-102.63540331683167 37.700561415841605)
Colorado Highlands,8075.0,91000.0,40.740609267857145,-102.7623100357143,POINT (-102.7623100357143 40.74060926785715)
Combine Hills I,41059.0,41000.0,45.93991375609756,-118.5843990487805,POINT (-118.58439904878047 45.93991375609756)
Combine Hills II,41059.0,63000.0,45.94693225396825,-118.58997315873016,POINT (-118.58997315873015 45.94693225396824)
Community Wind North,27081.0,24000.0,44.24896708333333,-96.40674908333334,POINT (-96.40674908333334 44.248967083333326)
Community Wind South,27105.0,33000.0,43.715421799999994,-95.80528819999999,POINT (-95.80528819999999 43.715421799999994)
Conception Wind Project,29147.0,50400.0,40.21345145833333,-94.67361733333333,POINT (-94.67361733333335 40.21345145833333)
"Condon Wind Project, phase I",41021.0,24600.0,45.252955219512195,-120.27089904878049,POINT (-120.27089904878045 45.252955219512195)
"Condon Wind Project, phase II",41021.0,25200.0,45.29398245238095,-120.27141895238096,POINT (-120.27141895238098 45.293982452380945)
Contrail,19173.0,112420.0,40.67774053658537,-94.82377080487805,POINT (-94.82377080487805 40.677740536585375)
Cooper Farms,39161.0,3000.0,40.914793,-84.5628965,POINT (-84.5628965 40.914793)
Cooper Farms Amendment,39161.0,1500.0,40.910892,-84.566795,POINT (-84.566795 40.910892)
Copenhagen,36049.0,80000.0,43.890877725,-75.6393374,POINT (-75.6393374 43.890877724999996)
Coram (Tehachapi 3),6029.0,1500.0,35.057533,-118.322021,POINT (-118.322021 35.057533)
Coram Energy LLC,6029.0,10500.0,35.06268685714286,-118.34312557142857,POINT (-118.34312557142857 35.06268685714286)
Corn Plus,27043.0,4200.0,43.761996999999994,-94.14152150000001,POINT (-94.14152150000001 43.761996999999994)
Correctional Training Facility,6053.0,1700.0,36.466167,-121.381569,POINT (-121.381569 36.466167)
Corriedale Wind Energy Project,56021.0,59220.0,41.11215166666667,-104.99334861904762,POINT (-104.99334861904761 41.11215166666667)
Cotton Plains Wind,48153.0,50400.0,33.9902320952381,-101.23732038095238,POINT (-101.23732038095238 33.99023209523809)
Cottonwood Wind,31181.0,89960.0,40.27864345,-98.42182997500001,POINT (-98.421829975 40.27864345)
Courtenay,38093.0,200000.0,47.19031688,-98.60413545,POINT (-98.60413545000002 47.19031688000004)
Cow Branch Wind Project,29005.0,50400.0,40.44951004166666,-95.46764179166667,POINT (-95.46764179166665 40.44951004166666)
Coyote,48415.0,242565.0,32.85264001694915,-100.86571049152542,POINT (-100.86571049152543 32.85264001694916)
Coyote Ridge,46011.0,96700.0,44.445372666666664,-96.56892728205129,POINT (-96.56892728205126 44.44537266666666)
Crane Creek,19089.0,99000.0,43.405343424242425,-92.48494877272726,POINT (-92.4849487727273 43.40534342424243)
Cranell,48391.0,220000.0,28.19075719,-97.43240229999999,POINT (-97.43240229999999 28.190757190000003)
Crawfish Wind Project (Prairie Switch),48481.0,163200.0,29.161110041666664,-96.14611231250001,POINT (-96.14611231249997 29.16111004166667)
Crescent Wind,26059.0,166080.0,41.96799121666666,-84.47421183333333,POINT (-84.47421183333336 41.967991216666675)
Creston Ridge,31141.0,6800.0,41.677593,-97.3850765,POINT (-97.3850765 41.677593)
Creston Ridge Expansion,31141.0,6900.0,41.677526,-97.40349033333332,POINT (-97.40349033333332 41.677526)
Criterion,24023.0,64400.0,39.381904035714285,-79.32136317857143,POINT (-79.32136317857143 39.381904035714285)
Crocker,46025.0,209440.0,45.09911033766234,-97.85445751948052,POINT (-97.85445751948053 45.099110337662346)
Crofton Bluffs,31107.0,42000.0,42.699386409090906,-97.57762309090909,POINT (-97.57762309090909 42.699386409090906)
Cross Winds,19147.0,21000.0,43.0675415,-94.8969521,POINT (-94.89695210000001 43.0675415)
Cross Winds Energy Park,26157.0,110980.0,43.60188880645161,-83.48464817741936,POINT (-83.48464817741933 43.60188880645161)
Cross Winds Energy Park II,26157.0,43700.0,43.64552721052632,-83.41676136842106,POINT (-83.41676136842105 43.64552721052632)
Cross Winds Energy Park III,26157.0,75900.0,43.618553818181816,-83.37600863636364,POINT (-83.37600863636362 43.618553818181816)
Crossing Trails,8063.0,104000.0,39.06085512,-102.829863,POINT (-102.829863 39.06085512000001)
Crossroads,40043.0,227500.0,36.07571334693878,-98.76499615306123,POINT (-98.76499615306128 36.07571334693878)
Crow Lake,46003.0,151500.0,43.899360267326735,-98.7732260990099,POINT (-98.7732260990099 43.899360267326735)
Crowned Ridge I,46029.0,200100.0,45.05238044827586,-96.93287235632185,POINT (-96.93287235632187 45.05238044827587)
Crowned Ridge II,46029.0,200600.0,44.92567981818182,-96.90084522727274,POINT (-96.9008452272728 44.925679818181806)
Crystal Lake I,19081.0,150000.0,43.19518854,-93.85358615,POINT (-93.85358615000001 43.19518854000001)
Crystal Lake II,19189.0,198800.0,43.3004927375,-93.79158448749999,POINT (-93.79158448749996 43.3004927375)
Crystal Lake III,19189.0,66000.0,43.34515393181818,-93.89076663636364,POINT (-93.89076663636365 43.345153931818174)
Cumberland Rose,19001.0,1600.0,41.227093,-94.434891,POINT (-94.434891 41.227093)
Dakota Range I and II,46051.0,305600.0,45.18553555555556,-97.02801655555555,POINT (-97.02801655555555 45.185535555555546)
Dakota Range III,46109.0,153600.0,45.29089625,-97.11667940625,POINT (-97.11667940624997 45.29089625)
Danielson,27093.0,20040.0,45.06810050000001,-94.74292558333333,POINT (-94.74292558333333 45.06810050000001)
Day County Wind Project,46037.0,105600.0,45.2213103030303,-97.90237689393939,POINT (-97.90237689393939 45.22131030303031)
DeWind Little Pringle #1,48233.0,10000.0,35.9185728,-101.5353912,POINT (-101.5353912 35.91857279999999)
DeWind Little Pringle #2,48233.0,10000.0,35.946794800000006,-101.5383334,POINT (-101.53833340000001 35.946794800000006)
Deerfield,26063.0,149000.0,43.96317391666667,-82.88338709722223,POINT (-82.88338709722224 43.96317391666668)
Deerfield II Wind project,26063.0,112000.0,43.97158976190476,-82.83659142857144,POINT (-82.83659142857142 43.97158976190475)
Deerfield Wind,50003.0,30000.0,42.865262933333334,-72.97933813333333,POINT (-72.97933813333334 42.865262933333334)
Delta Junction,2240.0,1900.0,64.014272,-145.59630366666667,POINT (-145.59630366666667 64.01427199999999)
"Department of Correction, NCCI Gardner",25027.0,3300.0,42.579941,-71.938,POINT (-71.938 42.579941)
Desert Sky,48371.0,115400.0,30.929495973684208,-102.12738134210527,POINT (-102.12738134210527 30.929495973684208)
Desert Sky Repower,48371.0,27300.0,30.915973866666665,-102.07790073333332,POINT (-102.07790073333332 30.915973866666665)
Deuel Harvest North,46039.0,301140.0,44.875761302752295,-96.58507026605504,POINT (-96.58507026605507 44.875761302752274)
Diablo Winds,6001.0,20460.0,37.763413096774194,-121.63180512903226,POINT (-121.63180512903224 37.763413096774194)
Diamond Spring,40069.0,303500.0,34.490872758928575,-96.78080216071429,POINT (-96.78080216071427 34.490872758928575)
Diamond Trail,19095.0,168800.0,41.69744982608695,-92.18250086956523,POINT (-92.18250086956519 41.697449826086974)
Diamond Trail Expansion,19095.0,83700.0,41.69405754838709,-92.17828441935484,POINT (-92.17828441935484 41.69405754838711)
Diamond Vista,20115.0,299250.0,38.574800536842105,-97.21673735789474,POINT (-97.21673735789479 38.5748005368421)
Diamond Willow Wind,30025.0,18000.0,46.27565141666667,-104.18239658333334,POINT (-104.18239658333334 46.27565141666667)
Diamond Willow extension,30025.0,12000.0,46.271195875000004,-104.168701125,POINT (-104.16870112500001 46.271195875000004)
Difwind 6,6029.0,19008.0,35.06036171590909,-118.2669794375,POINT (-118.26697943749997 35.0603617159091)
Dillon,6065.0,45000.0,33.93759251111111,-116.56860633333332,POINT (-116.56860633333332 33.937592511111106)
Dinosaur Point,6047.0,17010.0,37.041476049382716,-121.18202261111111,POINT (-121.18202261111107 37.041476049382695)
Dole Fresh Vegetables,6053.0,5640.0,36.4576395,-121.3507115,POINT (-121.3507115 36.4576395)
Drift Sand,40051.0,108000.0,34.83099966666667,-97.94115222222223,POINT (-97.9411522222222 34.830999666666656)
Dry Lake,4017.0,63000.0,34.65490176666666,-110.2845757,POINT (-110.28457570000002 34.65490176666666)
Dry Lake II,4017.0,65100.0,34.612204741935486,-110.16882103225807,POINT (-110.1688210322581 34.612204741935486)
Dunlap,56007.0,136900.0,42.027382310810815,-106.17487091891893,POINT (-106.17487091891896 42.02738231081082)
Durbin Creek,41001.0,10000.0,44.3527526,-117.32116260000001,POINT (-117.32116260000001 44.3527526)
Dutch Hill/Cohocton,36101.0,125000.0,42.53305176,-77.45470686,POINT (-77.45470686000002 42.53305176)
East Broadview Wind Project,30111.0,1700.0,46.102932,-108.806915,POINT (-108.806915 46.102932)
East Fork,20193.0,195840.0,39.331305388888886,-100.91477730555556,POINT (-100.91477730555552 39.3313053888889)
East Raymond,48489.0,200000.0,26.367898175824173,-97.73396851648351,POINT (-97.73396851648349 26.367898175824184)
East Ridge,27101.0,10000.0,43.940838375,-95.91802787499999,POINT (-95.918027875 43.940838375)
East Winds,6065.0,4165.0,33.89104557142857,-116.54790942857143,POINT (-116.54790942857143 33.89104557142857)
Echo,26063.0,112000.0,43.89107687142857,-83.17823541428571,POINT (-83.17823541428574 43.89107687142858)
Echo 1-7,41049.0,44550.0,45.67574248148148,-119.44323055555554,POINT (-119.44323055555553 45.675742481481485)
Echo 8-9,41049.0,20000.0,45.684892500000004,-119.4340751,POINT (-119.4340751 45.6848925)
Eclipse,19077.0,207060.0,41.556102344827586,-94.67948248275863,POINT (-94.67948248275863 41.55610234482758)
EcoGrove,17177.0,100500.0,42.45633534328358,-89.88288594029851,POINT (-89.88288594029852 42.45633534328357)
Edom Hills (repower),6065.0,20000.0,33.882781875,-116.463762375,POINT (-116.46376237500002 33.882781875000006)
Eight Point Wind,36101.0,111000.0,42.073444916666666,-77.69628266666668,POINT (-77.69628266666666 42.073444916666666)
Ekola Flats,56007.0,199300.0,41.9527055882353,-106.32387305882352,POINT (-106.32387305882351 41.9527055882353)
El Algodon Alto Wind Farm,48409.0,200200.0,28.000518780219778,-97.71241962637362,POINT (-97.71241962637362 28.000518780219775)
El Cabo,35057.0,298200.0,34.72119557042253,-105.64175617605633,POINT (-105.64175617605636 34.72119557042254)
El Campo,48275.0,242800.0,33.732448223880596,-99.74158388059702,POINT (-99.74158388059706 33.73244822388059)
El Dorado Wind Power,20015.0,1000.0,37.796993,-96.851089,POINT (-96.851089 37.796993)
Elbow Creek Wind Farm,48227.0,121900.0,32.170206188679245,-101.41413026415094,POINT (-101.41413026415094 32.17020618867926)
Electra Wind,48487.0,230000.0,34.11221641,-99.07437594999999,POINT (-99.07437595000002 34.11221641000002)
Elk,19055.0,42500.0,42.598928529411765,-91.37346111764705,POINT (-91.37346111764704 42.598928529411765)
Elk City,40129.0,98900.0,35.50750565116279,-99.90858213953489,POINT (-99.90858213953489 35.5075056511628)
Elk City II,40129.0,101160.0,35.47865634848485,-99.68286154545454,POINT (-99.68286154545454 35.47865634848485)
Elk River,20015.0,150000.0,37.57968207,-96.55169467,POINT (-96.55169467000003 37.57968207000002)
Elkhorn Ridge,31107.0,81000.0,42.67325777777778,-97.66598507407407,POINT (-97.66598507407407 42.673257777777785)
Elkhorn Valley (08),41061.0,3300.0,45.109194,-117.790035,POINT (-117.790035 45.109194)
Elkhorn Valley (La Grande),41061.0,97350.0,45.08323138983051,-117.80842911864406,POINT (-117.80842911864404 45.0832313898305)
Elm Creek,27063.0,99000.0,43.75909698484849,-94.94075274242425,POINT (-94.94075274242422 43.7590969848485)
Elm Creek II,27063.0,148800.0,43.70027083870968,-94.87924235483871,POINT (-94.87924235483871 43.700270838709685)
Emmons-Logan,38047.0,216440.0,46.38425246078431,-99.98295071568627,POINT (-99.98295071568631 46.3842524607843)
Endeavor,19143.0,99000.0,43.450242625,-95.4418276,POINT (-95.44182760000001 43.450242625)
Endeavor II,19143.0,49600.0,43.43339,-95.4623776,POINT (-95.4623776 43.43338999999999)
English Farms,19157.0,170300.0,41.548192695652176,-92.40517923188406,POINT (-92.40517923188408 41.548192695652176)
Enron Earth Smart/Green Power,6065.0,14250.0,33.916051315789474,-116.57403057894737,POINT (-116.57403057894737 33.916051315789474)
Ensign,20069.0,98900.0,37.61258448837209,-100.28023039534882,POINT (-100.28023039534881 37.61258448837209)
Eolos,27037.0,2500.0,44.728298,-93.048073,POINT (-93.048073 44.728298)
Equity Industrial Partners,25009.0,4000.0,42.6259405,-70.65650199999999,POINT (-70.65650199999999 42.6259405)
Erie Community School District 1,17195.0,1200.0,41.647644,-90.079185,POINT (-90.079185 41.647644)
Escalade,48275.0,336000.0,33.741265846153844,-99.64844955384615,POINT (-99.6484495538461 33.74126584615386)
Eva Creek,2068.0,24600.0,64.06485708333334,-148.90285875,POINT (-148.90285875 64.06485708333334)
Evanston (Wyoming Wind Energy Center),56041.0,144000.0,41.357544675,-110.7869853375,POINT (-110.78698533749998 41.35754467500001)
Ewington,27063.0,24600.0,43.6158234,-95.4121475,POINT (-95.41214749999999 43.6158234)
F.E. Warren Air Force Base,56021.0,1320.0,41.1752435,-104.88103849999999,POINT (-104.88103849999999 41.1752435)
FHSU Wind,20051.0,2000.0,38.873894,-99.405693,POINT (-99.405693 38.873894)
Fair Wind,24023.0,30000.0,39.323631666666664,-79.38913208333334,POINT (-79.38913208333334 39.323631666666664)
Fairbanks Wind Park,26041.0,69000.0,45.6988901,-86.64466705,POINT (-86.64466704999998 45.6988901)
Fairfield Wind Farm,30099.0,10000.0,47.7129535,-111.95552833333333,POINT (-111.95552833333335 47.7129535)
Fairhaven Wind,25005.0,3000.0,41.6381415,-70.872799,POINT (-70.872799 41.6381415)
Fairmont Wind (SMMPA),27091.0,3300.0,43.576242500000006,-94.44276450000001,POINT (-94.44276450000001 43.576242500000006)
Falmouth II,25001.0,1650.0,41.609291,-70.621498,POINT (-70.621498 41.609291)
Falmouth Notus,25001.0,1650.0,41.60849,-70.608902,POINT (-70.608902 41.60849)
Falmouth Wastewater,25001.0,1650.0,41.605892,-70.620796,POINT (-70.620796 41.605892)
Falvez Astra,48381.0,163200.0,34.77948864705883,-102.05192216176471,POINT (-102.05192216176474 34.77948864705883)
Farmer's,27063.0,5700.0,43.65132766666667,-95.37553916666667,POINT (-95.37553916666667 43.65132766666667)
Farmers City,29005.0,146000.0,40.55612779452055,-95.45311028767124,POINT (-95.45311028767122 40.55612779452057)
Farmers' coops/Westridge,27117.0,17100.0,44.0072095,-96.16232127777778,POINT (-96.16232127777778 44.0072095)
Federated Rural Electric,27091.0,2100.0,43.676792,-94.591995,POINT (-94.591995 43.676792)
Fenner Wind Power Project,36053.0,28500.0,42.989140368421054,-75.76067189473684,POINT (-75.76067189473684 42.98914036842107)
Fenner Wind Power Project - Repower,36053.0,1500.0,42.975552,-75.767838,POINT (-75.767838 42.975552)
Fenton,27101.0,205500.0,43.87365572992701,-95.95009957664233,POINT (-95.95009957664233 43.873655729926995)
Field's Point Wastewater Treatment Facility,44007.0,4500.0,41.79422366666667,-71.38906633333333,POINT (-71.38906633333333 41.79422366666666)
Fire Island Project,2170.0,17600.0,61.13030727272728,-150.2414870909091,POINT (-150.24148709090906 61.13030727272728)
Flat Ridge 2,20077.0,417600.0,37.37115739846743,-98.25266602681992,POINT (-98.25266602681992 37.371157398467425)
Flat Ridge 2 Expansion,20077.0,51200.0,37.35392928125,-98.230420125,POINT (-98.23042012500001 37.35392928125)
Flat Ridge 3,20095.0,128000.0,37.452518629032255,-98.39716606451613,POINT (-98.39716606451611 37.452518629032255)
Flat Ridge Wind Farm,20007.0,91000.0,37.37297525,-98.481287575,POINT (-98.48128757499998 37.37297524999999)
Flat Top,48333.0,200000.0,31.63196858,-98.57041462,POINT (-98.57041461999995 31.631968580000002)
Flat Water,31147.0,60000.0,40.005686125,-95.904470825,POINT (-95.90447082500002 40.005686125)
Fluvanna I,48415.0,155400.0,32.88555586486486,-101.11538848648648,POINT (-101.11538848648647 32.885555864864855)
Flying Cloud,19059.0,43500.0,43.38481962068966,-95.29756403448275,POINT (-95.29756403448276 43.38481962068967)
Foard City,48155.0,350280.0,33.910620798561155,-99.74189010791366,POINT (-99.74189010791375 33.91062079856113)
"Foote Creek II, III, IV Repowering",56007.0,46200.0,41.66993709090909,-106.18394127272727,POINT (-106.18394127272727 41.669937090909094)
Ford Ridge,17053.0,120400.0,40.560319488372095,-88.35549518604651,POINT (-88.35549518604653 40.5603194883721)
Forest Creek Wind Project,48431.0,124200.0,32.03904714814815,-101.21308144444444,POINT (-101.21308144444446 32.03904714814815)
Fort Hays State University,20051.0,4000.0,38.8753415,-99.404484,POINT (-99.404484 38.8753415)
Forward,42111.0,29400.0,40.098299,-78.86170085714285,POINT (-78.86170085714285 40.098299)
Forward Fontanelle,19001.0,1600.0,41.339592,-94.570694,POINT (-94.570694 41.339592)
Forward Wind Project,55039.0,129000.0,43.62070559302326,-88.52609731395349,POINT (-88.52609731395346 43.62070559302326)
Fossil Gulch,16083.0,10500.0,42.85897971428572,-114.949585,POINT (-114.94958499999998 42.85897971428572)
Fourmile Ridge,24023.0,40000.0,39.6422474375,-79.00407787500001,POINT (-79.00407787500001 39.642247437500004)
Fowler Ridge I,18007.0,392850.0,40.591503355855856,-87.29085206756756,POINT (-87.29085206756763 40.59150335585586)
Fowler Ridge II,18007.0,199500.0,40.560639954887215,-87.44825459398497,POINT (-87.44825459398498 40.5606399548872)
Fox Islands,23013.0,4500.0,44.093891000000006,-68.865799,POINT (-68.865799 44.093891000000006)
Foxtail Wind,38021.0,150000.0,46.10435102666667,-98.88072713333334,POINT (-98.88072713333337 46.10435102666666)
Franklin County,19069.0,99000.0,42.610712066666665,-93.33460778333333,POINT (-93.33460778333334 42.610712066666665)
Freeborn Wind Energy,19195.0,218600.0,43.49932981,-93.12843163,POINT (-93.12843163000001 43.49932980999998)
Frisco,48195.0,20000.0,36.4984942,-101.6047409,POINT (-101.6047409 36.498494199999996)
Frontier I,40071.0,199800.0,36.844760622950815,-97.17870337704917,POINT (-97.17870337704919 36.844760622950815)
Frontier II,40071.0,355200.0,36.85084091891892,-97.01121654054054,POINT (-97.01121654054054 36.85084091891892)
Future Generation Wind,25023.0,8000.0,41.7760755,-70.61756325,POINT (-70.61756325 41.7760755)
G. McNeilus Wind Farm,27099.0,13500.0,43.55362866666667,-92.72299100000001,POINT (-92.72299100000001 43.55362866666667)
GL Wind,27169.0,5000.0,43.9947945,-91.87178800000001,POINT (-91.87178800000001 43.9947945)
GSG Repower,17103.0,88400.0,41.63819734615385,-89.1480768076923,POINT (-89.1480768076923 41.63819734615384)
"GWE, LLC",19169.0,4000.0,42.0017605,-93.4790535,POINT (-93.4790535 42.0017605)
Gaines Cavern Wind Project,48165.0,2000.0,32.688553,-103.062454,POINT (-103.062454 32.688553)
Galactic Wind,55025.0,9900.0,43.17297233333333,-89.56071083333332,POINT (-89.56071083333335 43.17297233333333)
Garnet Wind Project,6065.0,6500.0,33.905132615384616,-116.582489,POINT (-116.58248899999997 33.90513261538461)
Geneseo Wind Farm,17073.0,3000.0,41.426136,-90.1546705,POINT (-90.1546705 41.426136)
Georgia Mountain,50011.0,10000.0,44.6623125,-73.070543,POINT (-73.070543 44.6623125)
Glacier Hills,55021.0,162000.0,43.57706634444445,-89.11152845555556,POINT (-89.11152845555557 43.57706634444443)
Glacier I,30101.0,106500.0,48.51377252112676,-112.11887507042253,POINT (-112.11887507042258 48.513772521126775)
Glacier Sands,17125.0,184900.0,40.25514676744186,-89.69130948837208,POINT (-89.69130948837211 40.255146767441865)
Glacier Wind II,30035.0,103500.0,48.54109807246377,-112.19326552173914,POINT (-112.19326552173914 48.54109807246377)
Glaciers Edge,19035.0,212040.0,42.86866564634146,-95.77716641463415,POINT (-95.77716641463412 42.868665646341455)
Glass Sands Wind Facility,40099.0,118100.0,34.52342432142857,-96.89915921428572,POINT (-96.89915921428573 34.52342432142857)
Glen Ullin Energy Center (Clean Energy 1),38057.0,106700.0,46.969646209302326,-101.82192972093023,POINT (-101.8219297209302 46.96964620930231)
Glenrock,56009.0,119300.0,43.067389727272726,-105.81927884848484,POINT (-105.8192788484848 43.06738972727271)
Glenrock III,56009.0,45650.0,43.02606823076923,-105.82176757692308,POINT (-105.82176757692307 43.02606823076922)
Goat Phase I,48081.0,80000.0,31.946141125000004,-100.8111997125,POINT (-100.8111997125 31.946141124999997)
Goat Phase II,48081.0,69600.0,31.961581379310346,-100.77586472413793,POINT (-100.77586472413795 31.961581379310346)
Golden Acorn Casino,6073.0,1850.0,32.701496,-116.351318,POINT (-116.351318 32.701496)
Golden Hills,6001.0,81600.0,37.715633958333335,-121.63258710416666,POINT (-121.63258710416665 37.71563395833332)
Golden Hills (Oregon),41055.0,197000.0,45.53027754,-120.69654899999999,POINT (-120.69654900000002 45.53027754)
Golden Hills North,6001.0,46000.0,37.769680449999996,-121.64045875,POINT (-121.64045874999996 37.769680449999996)
Golden Plains,19189.0,199820.0,43.412577768292685,-93.98794703658537,POINT (-93.98794703658537 43.412577768292685)
Golden Spread Panhandle Wind Ranch,48359.0,78200.0,35.23365438235294,-102.20263597058823,POINT (-102.20263597058822 35.23365438235294)
Golden Valley,16031.0,12000.0,42.43848175,-113.91583925,POINT (-113.91583924999999 42.43848175)
Golden West Wind Farm,8041.0,246500.0,38.997588296551726,-104.22943111724138,POINT (-104.22943111724142 38.99758829655174)
Goldthwaite,48333.0,148600.0,31.38867062790698,-98.48703595348837,POINT (-98.48703595348837 31.38867062790697)
Goodland I,18007.0,130500.0,40.689833655172414,-87.48074274712644,POINT (-87.48074274712646 40.68983365517242)
Goodnight I,48011.0,261000.0,35.05094093103448,-101.32458072413793,POINT (-101.32458072413792 35.05094093103448)
Goodnoe Hills,53039.0,103400.0,45.781828063829785,-120.52115612765958,POINT (-120.52115612765957 45.7818280638298)
Goodwell,40139.0,200000.0,36.52492494,-101.6346479,POINT (-101.6346479 36.52492494000001)
Gopher Creek Wind Farm,48415.0,158000.0,32.878841607594936,-101.2336333164557,POINT (-101.23363331645571 32.878841607594936)
Gordon Butte,30059.0,9000.0,46.41209216666667,-110.334039,POINT (-110.33403900000002 46.41209216666667)
Goshen North,16019.0,124500.0,43.46867236144578,-111.8415256385542,POINT (-111.84152563855423 43.46867236144578)
Grady,35009.0,220500.0,34.806669380952385,-103.23973092857143,POINT (-103.23973092857143 34.80666938095237)
Grand Meadow,27099.0,108540.0,43.69604419402985,-92.66840035820896,POINT (-92.66840035820894 43.696044194029845)
Grand Ridge,17099.0,99000.0,41.22772333333333,-88.69714724242424,POINT (-88.69714724242424 41.22772333333333)
Grand Ridge II,17099.0,51000.0,41.176539,-88.68817644117647,POINT (-88.68817644117647 41.176538999999984)
Grand Ridge III/IV,17099.0,60000.0,41.1856831,-88.731690625,POINT (-88.731690625 41.185683100000006)
Grande Prairie,31089.0,400000.0,42.610701295,-98.47024943000001,POINT (-98.47024943000004 42.610701295000005)
Grandview I,48065.0,211220.0,35.25837463559322,-101.19392462711863,POINT (-101.19392462711862 35.25837463559322)
Grandview II (Colbeck's Corner),48065.0,200480.0,35.33031078571428,-101.10074829464286,POINT (-101.10074829464288 35.33031078571427)
Granite Reliable Power,33007.0,99000.0,44.780166787878784,-71.30484472727272,POINT (-71.30484472727272 44.78016678787879)
Grant County,27051.0,20000.0,45.8079831,-95.89735040000001,POINT (-95.8973504 45.80798310000001)
Grant Plains,40053.0,147200.0,36.968323171875,-97.674418203125,POINT (-97.67441820312499 36.96832317187501)
Grant Wind,40053.0,151800.0,36.922954363636364,-97.67576887878788,POINT (-97.6757688787879 36.92295436363636)
Gratiot,26057.0,97600.0,43.42594450819672,-84.44743109836065,POINT (-84.44743109836065 43.425944508196714)
Gratiot County,26057.0,115200.0,43.39106694444445,-84.52403383333333,POINT (-84.5240338333333 43.391066944444425)
Gratiot Farms,26057.0,142320.0,43.19324524561404,-84.78481077192983,POINT (-84.78481077192984 43.19324524561403)
Gray County Wind Farm Montezuma),20069.0,112200.0,37.610252494117645,-100.38286488235293,POINT (-100.38286488235293 37.610252494117645)
Great Pathfinder Wind,19079.0,210800.0,42.21781972580646,-93.88324861290322,POINT (-93.88324861290322 42.21781972580645)
Great Prairie Wind 1,48195.0,360960.0,36.3137935625,-101.499074640625,POINT (-101.499074640625 36.3137935625)
Great Prairie Wind 2,48195.0,211500.0,36.356174839999994,-101.47927624,POINT (-101.47927623999998 36.356174840000016)
Great Prairie Wind 3,48195.0,301740.0,36.45593826168224,-101.4958365046729,POINT (-101.49583650467297 36.45593826168224)
Great Western,40045.0,225000.0,36.16725035483871,-99.59082665591397,POINT (-99.59082665591394 36.167250354838714)
Green Energy Machine,19029.0,1790.0,41.37022,-94.75351,POINT (-94.75351 41.37022)
Green Mountain Power,50003.0,6050.0,42.86176336363636,-72.96306327272727,POINT (-72.96306327272727 42.86176336363637)
Green Pastures I,48023.0,150000.0,33.644481479999996,-99.39286254000001,POINT (-99.39286253999998 33.644481479999996)
